SubTask,Difficulty,ExampleType,InputMode,ModelFamily,ModelName,Accuracy
all_ancestor,medium,FewShot,hierarchy,openai,gpt-4-turbo,95.83
all_ancestor,medium,ZeroShot,edge,openai,gpt-4-turbo,97.22
all_ancestor,hard,FewShot,edge,openai,gpt-4-turbo,88.89
all_ancestor,hard,ZeroShot,hierarchy,openai,gpt-4-turbo,95.83
all_ancestor,hard,FewShot,hierarchy,openai,gpt-4-turbo,80.56
all_ancestor,easy,ZeroShot,hierarchy,openai,gpt-4-turbo,96.97
all_ancestor,easy,FewShot,hierarchy,openai,gpt-4-turbo,96.97
all_ancestor,hard,OneShot,edge,openai,gpt-4-turbo,90.28
all_ancestor,medium,ZeroShot,hierarchy,openai,gpt-4-turbo,100
all_ancestor,easy,OneShot,hierarchy,openai,gpt-4-turbo,96.97
all_ancestor,hard,ZeroShot,edge,openai,gpt-4-turbo,94.44
all_ancestor,hard,ZeroShot,hierarchy,deepseek,deepseek-v3,83.33
all_ancestor,easy,ZeroShot,edge,deepseek,deepseek-v3,93.94
all_ancestor,medium,ZeroShot,edge,deepseek,deepseek-v3,91.67
all_ancestor,hard,ZeroShot,edge,deepseek,deepseek-v3,93.06
all_ancestor,medium,ZeroShot,hierarchy,deepseek,deepseek-v3,87.5
all_ancestor,easy,ZeroShot,hierarchy,deepseek,deepseek-v3,100
all_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
all_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
all_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,6.94
all_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.09
all_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,4.17
all_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,18.18
all_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,3.03
all_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,3.03
all_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
all_ancestor,hard,OneShot,edge,meta-llama,Llama-3.2-1B-Instruct,2.78
all_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,4.17
all_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
all_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,6.94
all_ancestor,easy,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,9.09
all_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,1.39
all_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,5.56
all_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-1B-Instruct,0
all_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-1B-Instruct,2.78
all_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,94.44
all_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,95.83
all_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,86.11
all_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-70B-Instruct,96.97
all_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,91.67
all_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-70B-Instruct,90.91
all_ancestor,hard,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,2.78
all_ancestor,hard,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,9.72
all_ancestor,medium,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
all_ancestor,hard,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
all_ancestor,easy,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
all_ancestor,medium,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
all_ancestor,medium,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
all_ancestor,medium,OneShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,6.94
all_ancestor,easy,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
all_ancestor,hard,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
all_ancestor,easy,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,12.12
all_ancestor,easy,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,15.15
all_ancestor,medium,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,5.56
all_ancestor,easy,ZeroShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,9.09
all_ancestor,hard,OneShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
all_ancestor,hard,FewShot,edge,meta-llama,Meta-Llama-3.1-8B-Instruct,9.72
all_ancestor,medium,ZeroShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,4.17
all_ancestor,easy,FewShot,hierarchy,meta-llama,Meta-Llama-3.1-8B-Instruct,15.15
all_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,100
all_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,87.5
all_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,96.97
all_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,98.61
all_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.1-405B-Instruct,98.61
all_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.1-405B-Instruct,94.44
all_ancestor,medium,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,45.83
all_ancestor,easy,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,15.15
all_ancestor,medium,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,34.72
all_ancestor,medium,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,13.89
all_ancestor,hard,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,33.33
all_ancestor,hard,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,11.11
all_ancestor,hard,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,15.28
all_ancestor,easy,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,21.21
all_ancestor,easy,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,27.27
all_ancestor,hard,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,20.83
all_ancestor,hard,FewShot,edge,meta-llama,Llama-3.2-3B-Instruct,6.94
all_ancestor,medium,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,23.61
all_ancestor,easy,ZeroShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,18.18
all_ancestor,easy,ZeroShot,edge,meta-llama,Llama-3.2-3B-Instruct,39.39
all_ancestor,hard,OneShot,edge,meta-llama,Llama-3.2-3B-Instruct,5.56
all_ancestor,medium,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,6.94
all_ancestor,easy,FewShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,15.15
all_ancestor,medium,OneShot,hierarchy,meta-llama,Llama-3.2-3B-Instruct,13.89
all_ancestor,medium,ZeroShot,edge,internlm,internlm2_5-7b-chat,50
all_ancestor,easy,ZeroShot,edge,internlm,internlm2_5-7b-chat,39.39
all_ancestor,easy,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,33.33
all_ancestor,medium,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,45.83
all_ancestor,hard,ZeroShot,edge,internlm,internlm2_5-7b-chat,37.5
all_ancestor,hard,ZeroShot,hierarchy,internlm,internlm2_5-7b-chat,23.61
all_ancestor,easy,ZeroShot,hierarchy,openai,gpt-3.5-turbo,66.67
all_ancestor,medium,FewShot,edge,openai,gpt-3.5-turbo,62.5
all_ancestor,medium,ZeroShot,edge,openai,gpt-3.5-turbo,61.11
all_ancestor,easy,FewShot,edge,openai,gpt-3.5-turbo,48.48
all_ancestor,medium,OneShot,hierarchy,openai,gpt-3.5-turbo,45.83
all_ancestor,easy,OneShot,edge,openai,gpt-3.5-turbo,42.42
all_ancestor,easy,ZeroShot,edge,openai,gpt-3.5-turbo,57.58
all_ancestor,medium,ZeroShot,hierarchy,openai,gpt-3.5-turbo,61.11
all_ancestor,hard,FewShot,hierarchy,openai,gpt-3.5-turbo,38.89
all_ancestor,medium,FewShot,hierarchy,openai,gpt-3.5-turbo,58.33
all_ancestor,hard,FewShot,edge,openai,gpt-3.5-turbo,62.5
all_ancestor,hard,OneShot,edge,openai,gpt-3.5-turbo,36.11
all_ancestor,hard,OneShot,hierarchy,openai,gpt-3.5-turbo,30.56
all_ancestor,easy,FewShot,hierarchy,openai,gpt-3.5-turbo,54.55
all_ancestor,hard,ZeroShot,hierarchy,openai,gpt-3.5-turbo,47.22
all_ancestor,easy,OneShot,hierarchy,openai,gpt-3.5-turbo,42.42
all_ancestor,medium,OneShot,edge,openai,gpt-3.5-turbo,50
all_ancestor,hard,ZeroShot,edge,openai,gpt-3.5-turbo,62.5
all_ancestor,hard,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,18.06
all_ancestor,medium,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,37.5
all_ancestor,hard,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,27.78
all_ancestor,easy,ZeroShot,hierarchy,microsoft,Phi-3.5-mini-instruct,54.55
all_ancestor,easy,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,36.36
all_ancestor,medium,ZeroShot,edge,microsoft,Phi-3.5-mini-instruct,34.72
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,81.94
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,100
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,94.44
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-32B-Instruct,100
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,83.33
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-32B-Instruct,98.61
all_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,19.44
all_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,38.89
all_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,23.61
all_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,30.56
all_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,26.39
all_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,38.89
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,36.11
all_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,39.39
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,51.52
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,33.33
all_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-3B-Instruct,38.89
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,45.45
all_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-3B-Instruct,33.33
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-3B-Instruct,34.72
all_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,29.17
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,31.94
all_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,45.45
all_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-3B-Instruct,27.27
all_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,27.78
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,16.67
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,15.28
all_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,15.28
all_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,36.36
all_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-1.5B-Instruct,27.78
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,26.39
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,27.27
all_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,18.06
all_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,22.22
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,19.44
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-1.5B-Instruct,12.12
all_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,42.42
all_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,42.42
all_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,13.89
all_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,33.33
all_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-1.5B-Instruct,38.89
all_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-1.5B-Instruct,27.78
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,93.94
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,93.06
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,95.83
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,96.97
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-72B-Instruct,77.78
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-72B-Instruct,91.67
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,47.22
all_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,40.28
all_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,50
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,42.42
all_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,57.58
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,62.5
all_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,54.55
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-7B-Instruct,63.64
all_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,45.45
all_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,50
all_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,25
all_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,65.28
all_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,33.33
all_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,56.94
all_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-7B-Instruct,66.67
all_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-7B-Instruct,48.61
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,43.06
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-7B-Instruct,27.78
all_ancestor,hard,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,12.5
all_ancestor,hard,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,6.94
all_ancestor,easy,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,3.03
all_ancestor,medium,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,9.72
all_ancestor,medium,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,9.72
all_ancestor,easy,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,9.09
all_ancestor,easy,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,15.15
all_ancestor,hard,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,9.72
all_ancestor,medium,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,9.72
all_ancestor,hard,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
all_ancestor,easy,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,6.06
all_ancestor,medium,OneShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,12.5
all_ancestor,medium,ZeroShot,edge,Qwen,Qwen2.5-0.5B-Instruct,8.33
all_ancestor,hard,FewShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,2.78
all_ancestor,easy,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,12.12
all_ancestor,easy,FewShot,edge,Qwen,Qwen2.5-0.5B-Instruct,18.18
all_ancestor,hard,OneShot,edge,Qwen,Qwen2.5-0.5B-Instruct,2.78
all_ancestor,medium,ZeroShot,hierarchy,Qwen,Qwen2.5-0.5B-Instruct,4.17
